Armstrong+N+Prop+Sem/Sur+Sg+Gen	Armstronga	ˈɑrm.stron.gɑ
sággut+V+IV+VGen	sákku	sˈɑːk.kuː
sávvat+V+TV+Cond+Prs+Du2	sávašeidde	sˈɑː.vɑ.ʃˌejt.te
show+N+Der/Dimin+N+Sg+Nom	šovaš	ʃˈo.vɑː»ʃ
show+N+Der/Dimin+N+Sg+Acc+PxDu2	šovažeatte	ʃˈo.vɑː»dʃˌĕæt.te
show+N+Der/Dimin+N+Der/Dimin+N+Pl+Acc	šovažaččaid	ʃˈo.vɑː»dʃˌɑt.tʃɑjh
show+N+Der/Dimin+N+Sg+Loc+PxSg3	šovažisttis	ʃˈo.vɑː»dʃˌis.tis
show+N+Der/heapmi+A+Comp+Ess	šovahabbon	ʃˈo.vɑː»hˌɑbː.pon
show+N+Der/heapmi+A+Comp+Sg+Com	šovahabbuin	ʃˈo.vɑː»hˌɑbː.pujn
show+N+Der/heapmi+A+Comp+Ess	šovaheabbon	ʃˈo.vɑː»hˌĕæbː.pon
show+N+Der/heapmi+A+Comp+Sg+Ill	šovahebbui	ʃˈo.vɑː»hˌebː.puj
show+N+Der/heapmi+A+Comp+Attr	šovahut	ʃˈo.vɑː»huh
show+N+Der/heapmi+A+Ess	šovaheapmin	ʃˈo.vɑː»hˌeæp.min
show+N+Der/heapmi+A+Sg+Nom	šovaheapme	ʃˈo.vɑː»hˌĕæp.me
show+N+Der/huhtti+V+TV+Ger	šovahuhtedin	ʃˈo.vɑː»hˌuh.te.din
show+N+Der/huhtti+V+TV+Imprt+Pl2	šovahuhttet	ʃˈo.vɑː»hˌuhː.teh
show+N+Der/huhtti+V+TV+Der/NomAct+N+Pl+Nom	šovahuhttimat	ʃˈo.vɑː»hˌuhː.ti»mɑh
show+N+Der/huhtti+V+TV+Imprt+ConNegII	šovahuhtto	ʃˈo.vɑː»hˌuhː.to
show+N+Der/huhtti+V+TV+Cond+Prs+Pl1	šovahuhtášeimmet	ʃˈo.vɑː»hˌuhː.tɑː.ʃˌejm.meh
show+N+Der/huvva+V+IV+Ger+PxPl3	šovahuvadettiineaset	ʃˈo.vɑː»hˌu.vɑ.dˌet.tij.nˌĕæ.seh
show+N+Der/huvva+V+IV+Ger+PxSg1	šovahuvadettiinan	ʃˈo.vɑː»hˌu.vɑ.dˌet.tij.nɑn
show+N+Der/huvva+V+IV+VAbess+A+Attr	šovahuvakeahtes	ʃˈo.vɑː»hˌu.vɑ.kˌĕæh.tes
show+N+Der/huvva+V+IV+Imprt+Pl2	šovahuvvit	ʃˈo.vɑː»hˌuvː.vih
show+N+Der/huvva+V+IV+Imprt+Pl1	šovahuvvut	ʃˈo.vɑː»hˌuvː.vuh
show+N+Sg+Nom	šovv	ʃˈovː
show+N+Ess+PxDu1	šovvaneame	ʃˈovː.vɑː.nˌĕæ.me
show+N+Ess+PxSg3	šovvanis	ʃˈovː.vɑː.nis
show+N+Pl+Nom+PxDu1	šovvaideame	ʃˈovː.vɑːj.dˌĕæ.me
show+N+Sg+Com+PxDu2	šovvaineatte	ʃˈovː.vɑːj.nˌĕæt.te
show+N+Sg+Com+PxPl1	šovvaineamet	ʃˈovː.vɑːj.nˌĕæ.meh
show+N+Sg+Ill+PxDu3	šovvasaskka	ʃˈovː.vɑː.sˌɑs.kɑ
show+N+Sg+Ill	šovvii	ʃˈov.vij
taoista+N+Sg+Gen+PxDu1	taoistame	thˈɑ.oj.stˌɑ.me
taoista+N+Sg+Ill	taoistii	thˈɑ.oj.stij
tariffasoahpamuš+N+Der/viđá+Adv	tariffasoahpamoššviđá	thˈɑ.rif.fɑ#sˌoɑh.pɑ.moʃː»vˌi.ðɑː
tearbma+N+Sg+Ill	terbmii	thˈerə.pmij
terrasseret+V+IV+Der/PassL+V+IV+Sup	terrasserejuvvožit	thˈerː.rɑːs.sˌe.re»j»ˌuv.vo.dʃih
tevnnet+N+Sg+Acc	tevnnega	thˈeβn.ne.gɑ
teáhterbuvttadeapmi+N+Ess+PxDu2	teáhterbuvttadeapmineatte	thˈe.ɑːh.ter#pˌuβɸ.tɑ.dˌeæp.mi.nˌĕæt.te
tibehtalaš+A+Der/vuohta+N+Sg+Ill	tibehtalašvuhtii	thˈiː.beh.tˌɑ.lɑʃ»vˌuh.tij
tieltásadji+N+Sg+Acc+PxDu2	tieltásajáde	thˈĭelː.l̥tɑː#sˌɑ.jɑː.de
tinet+V+TV+Ind+Prt+Du3	tiniiga	thˈiː.nij.gɑ
tingeltangel+N+Der/viđá+Adv	tingeltangelviđá	thˈiŋŋ.kel.htˌɑŋŋ.kel»vˌi.ðɑː
tituleret+V+TV+Ind+Prt+Sg3	titulerii	thˈi.tu.lˌe.rij
toaleahttaveasku+N+Sg+Ill	toaleahttaveskui	thˈo.ɑ.lˌĕæhː.tɑ#vˌesː.kuj
toleránta+A+Pl+Nom	toleránttat	thˈo.le.rˌɑːnn̥.tɑh
treddjo+N+Pl+Nom	tredjot	trˈec.coh
trucksystema+N+Sg+Acc+PxSg1	trucksysteman	trˈutsk#sˌysː.te.mɑn
tráktorbálggis+N+Der/huvva+V+IV+Imprt+Pl2	tráktorbálggeshuvvit	trˈɑːkː.htor#pˌɑːlk.kes»hˌuvː.vih
träneret+V+TV+Der/PassL+V+IV+Der/upmi+N+Sg+Acc+PxPl2	tränerejumádet	trˈæ.ne.re»j»ˌu.mɑː.deh
trøhkka+N+Sg+Gen+PxPl2	trøhkadet	trˈøh.kɑ.ðeh
trøhkka+N+Der/viđá+Adv	trøhkkaviđá	trˈøhː.kɑ»vˌi.ðɑː
tsara+N+Sg+Acc+PxPl2	tsaradet	tsˈɑ.rɑː.ðeh
tsara+N+Sg+Ill	tsarii	tsˈɑ.rij
tsunámi+N+Pl+Com	tsunámiiguin	tsˈu.nɑː.mˌijː.kujn
tsunámi+N+Sg+Ill+PxDu3	tsunámisaskka	tsˈu.nɑː.mˌi.sɑs.kɑ
tsára+N+Sg+Ill	tsárii	tsˈɑː.rij
tugget+V+TV+VAbess	tuggehaga	thˈugː.ke.hˌɑ.gɑ
tullja+N+Pl+Nom	tuljat	thˈuʎ.ʎɑːh
tuscheret+V+TV+Imprt+Sg3	tuscherejus	thˈusts.he.rˌe.jus
tyatiralaš+N+Sg+Ill	tyatiralažžii	thˈy.ɑ.tˌi.rɑ.lˌɑdː.tʃij
typiseret+V+TV+Der/PassL+V+IV+Actio+Ess	typiserejuvvomin	thˈy.pi.sˌe.re»jˌuv.vo.min
tyránna+N+Der/viđá+Adv	tyránnaviđá	thˈy.rɑːn.nɑ»vˌi.ðɑː
tákta+N+Sg+Com+PxDu2	távttaineatte	thˈɑːβɸ.tɑj.nˌĕæt.te
tára+N+Ess+PxSg2	táranat	thˈɑː.rɑ.nɑh
tára+N+Pl+Nom	tárat	thˈɑː.rɑh
tøffa+A+Ess	tøffan	thˈøf.fɑn
tøffa+A+Sg+Com	tøffain	thˈøf.fɑjn
tøffa+A+Der/at+Adv	tøffat	thˈøf.fɑh
tøffa+A+Sg+Ill	tøffii	thˈøf.fij
ubmisámegiella+N+Sg+Ill	ubmisámegillii	ˈub.mi#sˌɑː.me#kˌil.lij
udju+A+Pl+Acc	ujuid	ˈuː.jujh
udnu+N+Sg+Acc+PxDu2	utnode	ˈut.no.ðe
udnu+N+Sg+Acc+PxSg2	utnot	ˈut.noh
uffir+N+Der/viđá+Adv	uffirviđá	ˈuf.fir»vˌi.ðɑː
ugralaš+A+Attr	ugralaš	ˈug.rɑː.lɑʃ
ugralaš+A+Sg+Nom	ugralaš	ˈug.rɑː.lɑʃ
ugralaš+A+Sg+Loc	ugralaččas	ˈug.rɑː.lˌɑt.tʃɑs
ugralaš+A+Sg+Ill	ugralažžii	ˈug.rɑː.lˌɑdː.tʃij
uhkádus+N+Der/Dimin+N+Sg+Nom	uhkádusaš	ˈuhː.kɑː.ðˌu.sɑ»ʃ
uhtes+Adv	uhtes	ˈuːh.tes
uidnut+V+IV+PrfPrc	uidnon	ˈuj.tnon
uidni+A+Attr+Der/vuohta+N+Sg+Ill	uinnesvuhtii	ˈujn.nes»vˌuh.tij
uitu+N+Sg+Gen+PxSg1	uiton	ˈujː.çton
ujosmuvvat+V+IV+Der/ahtti+V+TV+Ind+Prt+Sg1	ujosmuhtten	ˈuː.jos»mˌuhː.ten
uksa+N+Sg+Ill	uksii	ˈukː.sij
uksafákta+N+Sg+Com+PxPl1	uksafávttaineamet	ˈukː.sɑː#fˌɑːβɸ.tɑj.nˌĕæ.meh
uksavákta+N+Pl+Nom	uksavávttat	ˈukː.sɑː#vˌɑːβɸ.tɑh
uksa+N+Der/A+A+Superl+Sg+Nom	uvssamus	ˈuβsː.sɑː.mus
uksu+N+Sg+Acc+PxSg2	uvssot	ˈuβs.soh
uldahámat+A+Attr	uldahámat	ˈulː.tɑː#hˌɑː.mɑh
ullerádjá+N+Sg+Com+PxPl1	ullerájáineamet	ˈul.le#rˌɑː.jɑːj.nˌĕæ.meh
uminddet+A+Sg+Ill	uminddegii	ˈu#mˌint.te.gij
ummolcizáš+N+Sg+Ill+PxPl1	ummolcizážasamet	ˈum.mol#tsˌi.dsɑː.dʃˌɑ.sɑ.meh
unjárgalaš+N+Pl+Nom	unjárgalaččat	ˈu.ɲɑːr.gˌɑ.lɑt.tʃɑh
unjárgalaš+N+Der/Dimin+N+Sg+Gen	unjárgalaččaža	ˈu.ɲɑːr.gˌɑ.lɑt.tʃɑ»dʃɑ
unjárgalaš+N+Sg+Ill	unjárgalažžii	ˈu.ɲɑːr.gˌɑ.lɑdː.tʃij
unni+A+Sg+Ill	unnái	ˈunː.nɑːj
unnoraš+N+Sg+Com+PxSg1	unnoraččainan	ˈun.no.rˌɑt.tʃɑj.nɑn
uppá+N+Der/viđá+Adv	uppaviđá	ˈupː.pɑː»vˌi.ðɑː
urra+N+Sg+Gen+PxPl2	uradet	ˈu.rɑː.ðeh
urbi+N+Der/viđá+Adv	urbeviđá	ˈurə.pe»vˌi.ðɑː
uskelis+Adv	uskelis	ˈusː.ke.lis
usurperet+V+TV+Imprt+Sg2	usurpere	ˈuː.sur.hpˌe.re
usurperet+V+TV+Pot+Prs+ConNeg	usurpereš	ˈuː.sur.hpˌe.reʃ
utilitarisma+N+Der/viđá+Adv	utilitarismaviđá	ˈu.ti.lˌi.tɑ.rˌis.mɑ»vˌi.ðɑː
utilitarisma+N+Sg+Acc+PxSg3	utilitarismmas	ˈu.ti.lˌi.tɑ.rˌis.mɑs
utnoheapme+A+Der/huvva+V+IV+ConNegII	utnohuvvo	ˈut.noh»ˌuv.vo
uuuh+Interj	uuuh	ˈuːuh
uvhret+V+TV+Der/PassL+V+IV+Actio+Gen	uvhrejuvvon	ˈuvh.re»jˌuv.von
uđas+N+Der/laš+A+Attr+Der/vuohta+N+Sg+Ill	uđaslašvuhtii	ˈu.ðɑːs»lɑʃ»vˌuh.tij
uđaslihkuhisvuohta+N+Sg+Loc	uđaslihkuhisvuođas	ˈu.ðɑːs#lˌih.ku.hˌis.vuo.ðɑs
uđámat+N+Ess	uđámagin	ˈu.ðɑː.mˌɑ.gin
uđámat+N+Sg+Acc	uđámaga	ˈu.ðɑː.mˌɑ.gɑ
uđámat+N+Sg+Nom	uđámat	ˈu.ðɑː.mɑh
uŋggar+N+Sg+Acc	uŋgara	ˈuŋŋ.kɑː.rɑ
váikkuhangaskoapmegeavaheapmi+N+Pl+Gen+PxDu1	gaskgaskaoapmegeavahemiideame	kˈɑsk#kˌɑsː.kɑ#ˌŏɑp.me#kˌeæ.vɑ.hˌe.mij.dˌĕæ.me
váikkuhangaskoapmegeavaheapmi+N+Pl+Gen+PxSg3	gaskgaskaoapmegeavahemiidis	kˈɑsk#kˌɑsː.kɑ#ˌŏɑp.me#kˌeæ.vɑ.hˌe.mij.dis
váikkuhangaskoapmegeavaheapmi+N+Pl+Ill+PxSg2	gaskgaskaoapmegeavahemiidasat	kˈɑsk#kˌɑsː.kɑ#ˌŏɑp.me#kˌeæ.vɑ.hˌe.mij.dˌɑ.sɑh
váikkuhangaskoapmegeavaheapmi+N+Pl+Ill	gaskgaskaoapmegeavahemiide	kˈɑsk#kˌɑsː.kɑ#ˌŏɑp.me#kˌeæ.vɑ.hˌe.mij.de
váikkuhangaskoapmegeavaheapmi+N+Sg+Com+PxPl2	gaskgaskaoapmegeavahemiineattet	kˈɑsk#kˌɑsː.kɑ#ˌŏɑp.me#kˌeæ.vɑ.hˌe.mij.nˌĕæt.teh
váikkuhangaskoapmegeavaheapmi+N+Sg+Com+PxPl3	gaskgaskaoapmegeavahemiineaset	kˈɑsk#kˌɑsː.kɑ#ˌŏɑp.me#kˌeæ.vɑ.hˌe.mij.nˌĕæ.seh
váikkuhangaskoapmegeavaheapmi+N+Ess+PxDu1	gaskgaskaoapmegeavaheapmineame	kˈɑsk#kˌɑsː.kɑ#ˌŏɑp.me#kˌeæ.vɑ.hˌeæp.mi.nˌĕæ.me
váikkuhangaskoapmegeavaheapmi+N+Ess+PxSg2	gaskgaskaoapmegeavaheapminat	kˈɑsk#kˌɑsː.kɑ#ˌŏɑp.me#kˌeæ.vɑ.hˌeæp.mi.nɑh
váikkuhangaskoapmegeavaheapmi+N+Ess+PxSg3	gaskgaskaoapmegeavaheapminis	kˈɑsk#kˌɑsː.kɑ#ˌŏɑp.me#kˌeæ.vɑ.hˌeæp.mi.nis
váikkuhangaskoapmegeavaheapmi+N+Sg+Gen+Allegro	gaskgaskaoapmegeavaheame	kˈɑsk#kˌɑsː.kɑ#ˌŏɑp.me#kˌeæ.vɑ.hˌĕæ.me
váikkuhangaskoapmegeavaheapmi+N+Sg+Loc+PxPl2	gaskgaskaoapmegeavaheamisteattet	kˈɑsk#kˌɑsː.kɑ#ˌŏɑp.me#kˌeæ.vɑ.hˌeæ.mis.tˌĕæt.teh
váikkuhangaskoapmegeavaheapmi+N+Sg+Acc+PxSg2	gaskgaskaoapmegeavaheamát	kˈɑsk#kˌɑsː.kɑ#ˌŏɑp.me#kˌeæ.vɑ.hˌeæ.mɑːh
váikkuhangaskoapmegeavaheapmi+N+Sg+Gen+PxSg2	gaskgaskaoapmegeavaheamát	kˈɑsk#kˌɑsː.kɑ#ˌŏɑp.me#kˌeæ.vɑ.hˌeæ.mɑːh
váikkuhangaskoapmegeavaheapmi+N+Sg+Ill+PxSg1	gaskgaskaoapmegeavaheapmásan	kˈɑsk#kˌɑsː.kɑ#ˌŏɑp.me#kˌeæ.vɑ.hˌeæp.mɑː.sɑn
váikkuhangaskoapmegeavaheapmi+N+SgCmp+Der/viđá+Adv	gaskgaskaoapmegeavahanviđá	kˈɑsk#kˌɑsː.kɑ#ˌŏɑp.me#kˌeæ.vɑh»ˌɑn.vi.ðɑː
váikkuhangask'oapmegeavaheapmi+N+Pl+Com	gask'gaskaoapmegeavahemiiguin	kˈɑsk'#kˌɑsː.kɑ#ˌŏɑp.me#kˌeæ.vɑ.hˌe.mij.gujn
váikkuhangask'oapmegeavaheapmi+N+Pl+Ill+PxDu2	gask'gaskaoapmegeavahemiidasade	kˈɑsk'#kˌɑsː.kɑ#ˌŏɑp.me#kˌeæ.vɑ.hˌe.mij.dˌɑ.sɑ.de
váikkuhangask'oapmegeavaheapmi+N+Sg+Com+PxSg1	gask'gaskaoapmegeavahemiinan	kˈɑsk'#kˌɑsː.kɑ#ˌŏɑp.me#kˌeæ.vɑ.hˌe.mij.nɑn
váikkuhangask'oapmegeavaheapmi+N+Sg+Gen	gask'gaskaoapmegeavaheami	kˈɑsk'#kˌɑsː.kɑ#ˌŏɑp.me#kˌeæ.vɑ.hˌeæ.mi
váikkuhangask'oapmegeavaheapmi+N+Sg+Loc	gask'gaskaoapmegeavaheames	kˈɑsk'#kˌɑsː.kɑ#ˌŏɑp.me#kˌeæ.vɑ.hˌĕæ.mes
váikkuhangask'oapmegeavaheapmi+N+Sg+Gen+PxSg2	gask'gaskaoapmegeavaheamát	kˈɑsk'#kˌɑsː.kɑ#ˌŏɑp.me#kˌeæ.vɑ.hˌeæ.mɑːh
váikkuhangask'oapmegeavaheapmi+N+Sg+Ill	gask'gaskaoapmegeavaheapmái	kˈɑsk'#kˌɑsː.kɑ#ˌŏɑp.me#kˌeæ.vɑ.hˌeæp.mɑːj
váikkuhangask'oapmegeavaheapmi+N+SgCmp+Der/viđá+Adv	gask'gaskaoapmegeavahanviđá	kˈɑsk'#kˌɑsː.kɑ#ˌŏɑp.me#kˌeæ.vɑh»ˌɑn.vi.ðɑː
vabaidit+V+IV+Inf	vabaidit	vˈɑ.bɑːj.dih
vaccineret+V+TV+Actio+Gen	vaccineren	vˈɑt.tsi.nˌe.ren
vatnat+V+IV+Ind+Prs+Du1	vatne	vˈɑt.ne
vaŋádit+V+TV+Ind+Prt+ConNeg	vaŋádan	vˈɑ.ŋɑː.ðɑn
vebbagálvu+N+Sg+Acc+PxSg1	vebbagálvon	vˈebː.pɑː#kˌɑːlə.von
veddot+V+IV+VAbess	veddohaga	vˈedː.to.hˌɑ.gɑ
veddot+V+IV+Der/NomAct+N+Der/viđá+Adv	veddonviđá	vˈedː.to»n»vˌi.ðɑː
veive+N+Ess+PxDu3	veiveneaskka	vˈejː.ve.nˌeæs.kɑ
veive+N+Sg+Ill	veivii	vˈejː.vij
veksel+N+Der/viđá+Adv	vekselviđá	vˈekː.sel»vˌi.ðɑː
velá+Adv	velá	vˈeː.lɑː
venzzon+N+Der/viđá+Adv	venzzonviđá	vˈent.tson»vˌi.ðɑː
vetoriekti+N+Pl+Ill	vetorivttiide	vˈe.to#rˌiβɸ.tij.de
viežžat+V+TV+Der/PassS+V+IV+Ind+Prt+Du2	vižžuide	vˈidː.tʃu»ˌi.de
vinša+N+Der/viđá+Adv	vinšaviđá	vˈinː.ʃɑː»vˌi.ðɑː
vispil+N+Sg+Nom+PxSg2	vispilat	vˈisː.pi.lɑh
voi+Interj	voi	vˈoj
voja+Interj	voja	vˈo.jɑː
vooi+Interj	vooi	vˈo.oj
votum+N+Der/viđá+Adv	votumviđá	vˈoː.tum»vˌi.ðɑː
vovdna+N+Pl+Nom	vovnnat	vˈoβnː.nɑːh
vovdna+N+Sg+Acc+PxPl2	vovnnadet	vˈoβnː.nɑː.ðeh
vovnnet+V+TV+Pot+Prs+ConNeg	vovnneš	vˈoβn.neʃ
vovnnet+V+TV+Ind+Prt+Du2	vovnniide	vˈoβn.nij.de
vuddjii+A+Pl+Nom	vuddjet	vˈuɟː.ceh
vuhččohat+N+Sg+Ill+PxDu2	vuhččohahkaseatte	vˈuhː.tʃo.hˌɑh.kɑ.sˌĕæt.te
vujon+N+Pl+Nom	vujonat	vˈu.jo.nɑh
vule+N+Der/viđá+Adv	vuleviđá	vˈu.le»vˌi.ðɑː
vuođgŋit+V+TV+Der/NomAg+N+Pl+Nom+PxPl1	vuđgŋiideamet	vˈuðə.kŋi»ˌi.dĕæ.meh
vuoššastit+V+TV+Der/PassL+V+IV+Der/upmi+N+Sg+Nom+PxSg3	vuoššastupmis	vˈuoʃ.ʃɑsh»ˌup.mis
vupmodat+N+Sg+Acc+PxPl1	vupmodahkamet	vˈup.mo.ðˌɑh.kɑ.meh
vurkkodit+V+TV+Pot+Prs+Du1	vurkkodežže	vˈurr̥.ko.ðˌedː.tʃe
váddudit+V+TV+Inf	váddudit	vˈɑːdː.tu.ðih
váksat+V+TV+Der/NomAg+N+Sg+Com+PxPl2	váksiineattet	vˈɑːkː.si»ˌi.nĕæt.teh
vánis+A+Pl+Nom	vátnásat	vˈɑːt.nɑː.sɑh
wagnerianisma+N+Ess+PxDu1	wagnerianismaneame	βˈɑg.ne.rˌi.ɑ.nˌis.mɑ.nĕæ.me
wagnerianisma+N+Ess+PxPl1	wagnerianismaneamet	βˈɑg.ne.rˌi.ɑ.nˌis.mɑ.nĕæ.meh
wagnerianisma+N+Sg+Ill	wagnerianismii	βˈɑg.ne.rˌi.ɑ.nˌis.mij
wagnerianisma+N+Sg+Acc+PxSg2	wagnerianismmat	βˈɑg.ne.rˌi.ɑ.nˌis.mɑh
wagnerianisma+N+Sg+Gen+PxSg3	wagnerianismmas	βˈɑg.ne.rˌi.ɑ.nˌis.mɑs
wagnerianisma+N+Sg+Com+PxPl2	wagnerianismmaineattet	βˈɑg.ne.rˌi.ɑ.nˌis.mɑj.nĕæt.teh
webbáiki+N+Der/viđá+Adv	webbáikeviđá	βˈeb#pˌɑːjː.çke»vˌi.ðɑː
webdoaimmaheaddji+N+NomAg+Pl+Acc+PxSg2	webdoaimmaheddjiidat	βˈeb#tˌoɑjm.mɑ.hˌeɟː.cij.dɑh
webdoaimmaheaddji+N+NomAg+Der/viđá+Adv	webdoaimmaheaddjeviđá	βˈeb.doɑjm.mˌɑ.hĕæɟː.ce»vˌi.ðɑː
weblogan+N+Pl+Nom	webloganat	βˈeb#lˌo.gɑ.nɑh
weblogan+N+Der/laš+A+Superl+Attr	webloganlaččamus	βˈeb#lˌo.gɑn»lˌɑt.tʃɑ.mus
weblogan+N+Der/viđá+Adv	webloganviđá	βˈeb#lˌo.gɑn»vˌi.ðɑː
whiskey+N+Ess+PxPl2	whiskeyneattet	βhˈisː.ke.ˌy.nĕæt.teh
whiskey+N+Pl+Gen+PxPl2	whiskeyideattet	βhˈisː.ke.ˌyjː.tĕæt.teh
whiskey+N+Sg+Acc+PxDu2	whiskeytte	βhˈisː.ke.ˌyt.te
whiskey+N+Sg+Gen+PxPl3	whiskeyset	βhˈisː.ke.ˌy.seh
whiskey+N+Sg+Nom+PxDu1	whiskeyme	βhˈisː.ke.ˌy.me
whiskey+N+Sg+Nom+PxSg1	whiskeyn	βhˈisː.ke.yn
whiskey+N+Sg+Ill	whiskeyi	βhˈisː.ke.yj
whiskey+N+Der/heapmi+A+Pl+Loc	whiskeyhemiin	βhˈisː.ke.y»hˌe.mijn
whiskey+N+Der/huhtti+V+TV+Ger+PxDu2	whiskeyhuhtidettiineatte	βhˈisː.ke.y»hˌuh.ti.dˌet.tij.nˌĕæt.te
wienerklassisisma+N+Der/viđá+Adv	wienerklassisismaviđá	βˈĭe.ner#klˌɑs.si.sˌisː.mɑ»vˌi.ðɑː
wienerklassisisma+N+Pl+Gen+PxSg3	wienerklassisismmaidis	βˈĭe.ner#klˌɑs.si.sˌis.mɑj.dis
wienerklassisisma+N+Sg+Loc+PxDu2	wienerklassisismmasteatte	βˈĭe.ner#klˌɑs.si.sˌis.mɑs.tˌĕæt.te
wienerválsa+N+Ess+PxDu3	wienerválsaneaskka	βˈĭe.ner#vˌɑːlə.sɑ.nˌeæs.kɑ
wienerválsa+N+Der/viđá+Adv	wienerválsaviđá	βˈĭe.ner#vˌɑːlə.sɑ»vˌi.ðɑː
wienerválsa+N+Sg+Ill	wienerválsii	βˈĭe.ner#vˌɑːlə.sij
wobbler+N+Sg+Com+PxDu3	wobbleriinniska	βˈobː.le.rˌijnː.nis.kɑ
wokket+V+TV+Ind+Prt+Pl1	wokkiimet	βˈok.kij.meh
workshop+N+Sg+Com+PxSg3	workshopainis	βˈork#shˌo.pɑj.nis
workshop+N+Sg+Ill	workshopii	βˈork#shˌo.pij
worldcup+N+Sg+Nom	worldcup	βˈorld#tsup
worldcup+N+Sg+Ill	worldcupii	βˈorld#tsˌu.pij
wátta+N+Ess+PxDu1	wáttaneame	βˈɑːt.tɑ.nˌĕæ.me
wátta+N+Pl+Nom	wáttat	βˈɑːt.tɑh
wátta+N+Sg+Com+PxDu1	wáttaineame	βˈɑːt.tɑj.nˌĕæ.me
wátta+N+Sg+Ill	wáttii	βˈɑːt.tij
xantoma+N+Ess+PxSg1	xantomanan	ks.ɑnː.n̥to.mɑ.nɑn
xantoma+N+Pl+Acc+PxSg1	xantomaidan	ks.ɑnː.n̥to.mɑj.dɑn
xantoma+N+Pl+Ill+PxPl1	xantomaidasamet	ks.ɑnː.n̥to.mɑj.dɑ.sɑ.meh
xantoma+N+Pl+Nom	xantomat	ks.ɑnː.n̥to.mɑh
xantoma+N+Sg+Ill+PxDu2	xantomaseatte	ks.ɑnː.n̥to.mɑ.sĕæt.te
xantoma+N+Der/viđá+Adv	xantomaviđá	ks.ɑnː.n̥to.mɑ»vˌi.ðɑː
xantoma+N+Sg+Ill	xantomii	ks.ɑnː.n̥to.mij
xerograferet+V+TV+Ind+Prt+ConNeg	xerograferen	ks.e.ro.grɑ.fe.ren
xerograferet+V+TV+PrfPrc	xerograferen	ks.e.ro.grɑ.fe.ren
xerografiija+N+Pl+Nom	xerografiijat	ks.e.ro.grɑ.fij.jɑh
xerografiija+N+Sg+Ill	xerografiijii	ks.e.ro.grɑ.fij.jij
xerográfa+N+Pl+Com	xerográfaiguin	ks.e.ro.grɑː.fɑj.gujn
xerográfa+N+Sg+Com+PxSg1	xerográfainan	ks.e.ro.grɑː.fɑj.nɑn
xerográfa+N+Der/viđá+Adv	xerográfaviđá	ks.e.ro.grɑː.fɑ»vˌi.ðɑː
xerográfa+N+Sg+Ill	xerográfii	ks.e.ro.grɑː.fij
xylograferet+V+TV+Actio+Gen	xylograferen	ks.y.lo.grɑ.fe.ren
xylograferet+V+TV+Pot+Prs+Sg3	xylografereš	ks.y.lo.grɑ.fe.reʃ
xylograferet+V+TV+VAbess+A+Attr	xylograferekeahtes	ks.y.lo.grɑ.fe.re.kĕæh.tes
xylograferet+V+TV+Ind+Prt+Du3	xylograferiiga	ks.y.lo.grɑ.fe.rij.gɑ
xylograferet+V+TV+Ind+Prt+Sg3	xylograferii	ks.y.lo.grɑ.fe.rij
xylografiija+N+Pl+Ill+PxPl1	xylografiijaidasamet	ks.y.lo.grɑ.fij.jɑj.dɑ.sɑ.meh
xylografiija+N+Sg+Ill+PxSg1	xylografiijasan	ks.y.lo.grɑ.fij.jɑ.sɑn
xylografiija+N+Sg+Loc	xylografiijas	ks.y.lo.grɑ.fij.jɑs
xylografiija+N+Sg+Ill	xylografiijii	ks.y.lo.grɑ.fij.jij
yeh+Interj	yeh	ˈyeh
yena+N+Pl+Loc+PxSg1	yenainan	ˈye.nɑj.nɑn
yena+N+Sg+Ill	yenii	ˈye.nij
yoghurt+N+Pl+Nom	yoghurtat	ˈyog.hur.htɑh
yoghurt+N+Der/laš+A+Sg+Nom	yoghurtlaš	ˈyog.hurh»lɑʃ
yoghurt+N+Der/viđá+Adv	yoghurtviđá	ˈyog.hurh»vˌi.ðɑː
yupikgielat+A+Pl+Nom	yupikgielagat	ˈyu.pik#kˌie.lɑ.gɑh
yupikgielat+A+Sg+Loc	yupikgielagis	ˈyu.pik#kˌie.lɑ.gis
yup’ik+N+Sg+Nom	yup’ik	ˈyup’ik
yup’ik+N+Pl+Gen+PxPl2	yup’ikaideattet	ˈyup’i.kɑj.dĕæt.teh
yup’ik+N+Der/heapmi+A+Sg+Nom	yup’ikaheapme	ˈyup’i.kɑ»hˌĕæp.me
yup’ik+N+Sg+Ill	yup’ikii	ˈyup’i.kij
yurta+N+Der/viđá+Adv	yurtaviđá	ˈyurə.htɑ»vˌi.ðɑː
yurta+N+Pl+Gen+PxSg3	yurttaidis	ˈyurr̥.tɑj.dis
yurta+N+Sg+Com+PxSg1	yurttainan	ˈyurr̥.tɑj.nɑn
zapatista+N+Sg+Gen+PxDu1	zapatistame	zˈɑ.pɑː.tˌisː.tɑ.me
zapatista+N+Der/viđá+Adv	zapatistaviđá	zˈɑ.pɑː.tˌisː.tɑ»vˌi.ðɑː
zapatista+N+Sg+Ill	zapatistii	zˈɑ.pɑː.tˌisː.tij
zapatistaveahka+N+Ess+PxSg3	zapatistaveahkanis	zˈɑ.pɑː.tˌisː.tɑ#vˌeæh.kɑ.nis
zapatistaveahka+N+Der/viđá+Adv	zapatistaveahkaviđá	zˈɑ.pɑː.tˌisː.tɑ#vˌeæh.kɑ»vˌi.ðɑː
