Ayrshire+N+Prop+Ess	Ayrshiren	ˈɑyr#shˌi.re>n
Northamptonshire+N+Prop+Der/laš+A+Attr+Der/vuohta+N+Sg+Gen	Northamptonshirelašvuođa	nˈorth.ɑmhp.ton#shˌi.re>.lɑʃ»vˌuo.ðɑ
Northamptonshire+N+Prop+Der/laš+A+Attr+Der/vuohta+N+Sg+Com+PxSg2	Northamptonshirelašvuođainat	nˈorth.ɑmhp.ton#shˌi.re>.lɑʃ»vˌuo.ðɑj.nɑh
Northamptonshire+N+Prop+Der/laš+A+AttrCmp+Der/oaivvat+A+Attr	Northamptonshirelašoaivvat	nˈorth.ɑmhp.ton#shˌi.re>.lɑʃ»ˌoɑjv.vɑh
Northamptonshire+N+Prop+Der/laš+A+AttrCmp+Der/varat+A+Sg+Com	Northamptonshirelašvaragiin	nˈorth.ɑmhp.ton#shˌi.re>.lɑʃ»vˌɑ.rɑ.gijn
Northamptonshire+N+Prop+Der/laš+A+Sg+Nom	Northamptonshirelaš	nˈorth.ɑmhp.ton#shˌi.re>.lɑʃ
Northamptonshire+N+Prop+Der/laš+A+Sg+Acc+PxDu1	Northamptonshirelažžame	nˈorth.ɑmhp.ton#shˌi.re>.lɑdː.tʃɑ.me
Northamptonshire+N+Prop+Der/laš+A+Sg+Ill+PxDu1	Northamptonshirelažžaseame	nˈorth.ɑmhp.ton#shˌi.re>.lɑdː.tʃɑ.sĕæ.me
Northamptonshire+N+Prop+Der/laš+A+Sg+Ill+PxPl2	Northamptonshirelažžaseattet	nˈorth.ɑmhp.ton#shˌi.re>.lɑdː.tʃɑ.sĕæt.teh
Northamptonshire+N+Prop+Der/laš+A+Sg+Nom+PxPl2	Northamptonshirelažžadet	nˈorth.ɑmhp.ton#shˌi.re>.lɑdː.tʃɑ.deh
Northamptonshire+N+Prop+Der/laš+A+Sg+Ill	Northamptonshirelažžii	nˈorth.ɑmhp.ton#shˌi.re>.lɑdː.tʃij
Northamptonshire+N+Prop+Sg+Com	Northamptonshiriin	nˈorth.ɑmhp.ton#shˌi.ri>in
Northamptonshire+N+Prop+Sg+Ill	Northamptonshirii	nˈorth.ɑmhp.ton#shˌi.ri>i
Nottinghamshire+N+Prop+Ess	Nottinghanshiren	nˈotː.ting.hɑn#shˌi.re>n
Nottinghamshire+N+Prop+Sg+Acc	Nottinghanshire	nˈotː.ting.hɑn#shˌi.re>
Nottinghamshire+N+Prop+Sg+Gen	Nottinghanshire	nˈotː.ting.hɑn#shˌi.re>
Nottinghamshire+N+Prop+Sg+Nom	Nottinghanshire	nˈotː.ting.hɑn#shˌi.re>
Nottinghamshire+N+Prop+Sg+Loc	Nottinghanshires	nˈotː.ting.hɑn#shˌi.re>s
Nottinghamshire+N+Prop+Der/laš+A+Pl+Com	Nottinghanshirelaččaiguin	nˈotː.ting.hɑn#shˌi.re>.lɑt.tʃɑj.gujn
Nottinghamshire+N+Prop+Der/laš+A+Pl+Gen+PxPl1	Nottinghanshirelaččaideamet	nˈotː.ting.hɑn#shˌi.re>.lɑt.tʃɑj.dĕæ.meh
Nottinghamshire+N+Prop+Der/laš+A+Pl+Ill+PxSg1	Nottinghanshirelaččaidasan	nˈotː.ting.hɑn#shˌi.re>.lɑt.tʃɑj.dɑ.sɑn
Nottinghamshire+N+Prop+Der/laš+A+Pl+Ill	Nottinghanshirelaččaide	nˈotː.ting.hɑn#shˌi.re>.lɑt.tʃɑj.de
Nottinghamshire+N+Prop+Der/laš+A+Pl+Nom+PxDu1	Nottinghanshirelaččaideame	nˈotː.ting.hɑn#shˌi.re>.lɑt.tʃɑj.dĕæ.me
Nottinghamshire+N+Prop+Der/laš+A+Pl+Nom+PxSg1	Nottinghanshirelaččaidan	nˈotː.ting.hɑn#shˌi.re>.lɑt.tʃɑj.dɑn
Nottinghamshire+N+Prop+Der/laš+A+Sg+Gen+PxPl2	Nottinghanshirelaččadet	nˈotː.ting.hɑn#shˌi.re>.lɑt.tʃɑ.deh
Nottinghamshire+N+Prop+Der/laš+A+Sg+Gen	Nottinghanshirelačča	nˈotː.ting.hɑn#shˌi.re>.lɑt.tʃɑ
Nottinghamshire+N+Prop+Der/laš+A+Sg+Loc	Nottinghanshirelaččas	nˈotː.ting.hɑn#shˌi.re>.lɑt.tʃɑs
Nottinghamshire+N+Prop+Der/laš+A+Attr	Nottinghanshirelaš	nˈotː.ting.hɑn#shˌi.re>.lɑʃ
Nottinghamshire+N+Prop+Der/laš+A+AttrCmp+Der/vuovttat+A+Sg+Nom	Nottinghanshirelašvuovttat	nˈotː.ting.hɑn#shˌi.re>.lɑʃ»vˌuovht.tɑh
Nottinghamshire+N+Prop+Der/laš+A+Sg+Nom	Nottinghanshirelaš	nˈotː.ting.hɑn#shˌi.re>.lɑʃ
Nottinghamshire+N+Prop+Der/laš+A+Sg+Gen+PxDu1	Nottinghanshirelažžame	nˈotː.ting.hɑn#shˌi.re>.lɑdː.tʃɑ.me
Nottinghamshire+N+Prop+Der/laš+A+Ess+PxPl2	Nottinghanshirelažžaneattet	nˈotː.ting.hɑn#shˌi.re>.lɑdː.tʃɑ.nĕæt.teh
Nottinghamshire+N+Prop+Der/laš+A+Ess+PxPl3	Nottinghanshirelažžaneaset	nˈotː.ting.hɑn#shˌi.re>.lɑdː.tʃɑ.nĕæ.seh
Nottinghamshire+N+Prop+Der/laš+A+Ess+PxSg2	Nottinghanshirelažžanat	nˈotː.ting.hɑn#shˌi.re>.lɑdː.tʃɑ.nɑh
Nottinghamshire+N+Prop+Der/laš+A+Sg+Ill	Nottinghanshirelažžii	nˈotː.ting.hɑn#shˌi.re>.lɑdː.tʃij
Nottinghamshire+N+Prop+Sg+Com	Nottinghanshiriin	nˈotː.ting.hɑn#shˌi.ri>in
Nottinghamshire+N+Prop+Sg+Ill	Nottinghanshirii	nˈotː.ting.hɑn#shˌi.ri>i
Oxfordshire+N+Prop+Ess	Oxforshiren	ˈoks.for#shˌi.re>n
Oxfordshire+N+Prop+Sg+Acc	Oxforshire	ˈoks.for#shˌi.re>
Oxfordshire+N+Prop+Sg+Gen	Oxforshire	ˈoks.for#shˌi.re>
Oxfordshire+N+Prop+Sg+Nom	Oxforshire	ˈoks.for#shˌi.re>
Oxfordshire+N+Prop+Sg+Loc	Oxforshires	ˈoks.for#shˌi.re>s
Oxfordshire+N+Prop+Der/laš+A+Pl+Acc+PxPl1	Oxforshirelaččaideamet	ˈoks.for#shˌi.re>.lɑt.tʃɑj.dĕæ.meh
Oxfordshire+N+Prop+Der/laš+A+Pl+Acc+PxSg2	Oxforshirelaččaidat	ˈoks.for#shˌi.re>.lɑt.tʃɑj.dɑh
Oxfordshire+N+Prop+Der/laš+A+Pl+Com	Oxforshirelaččaiguin	ˈoks.for#shˌi.re>.lɑt.tʃɑj.gujn
Oxfordshire+N+Prop+Der/laš+A+Pl+Gen+PxPl1	Oxforshirelaččaideamet	ˈoks.for#shˌi.re>.lɑt.tʃɑj.dĕæ.meh
Oxfordshire+N+Prop+Der/laš+A+Pl+Gen+PxSg1	Oxforshirelaččaidan	ˈoks.for#shˌi.re>.lɑt.tʃɑj.dɑn
Oxfordshire+N+Prop+Der/laš+A+Pl+Ill+PxPl1	Oxforshirelaččaidasamet	ˈoks.for#shˌi.re>.lɑt.tʃɑj.dɑ.sɑ.meh
Oxfordshire+N+Prop+Der/laš+A+Pl+Ill	Oxforshirelaččaide	ˈoks.for#shˌi.re>.lɑt.tʃɑj.de
Oxfordshire+N+Prop+Der/laš+A+Pl+Loc+PxDu3	Oxforshirelaččaineaskka	ˈoks.for#shˌi.re>.lɑt.tʃɑj.neæs.kɑ
Oxfordshire+N+Prop+Der/laš+A+Pl+Loc+PxPl2	Oxforshirelaččaineattet	ˈoks.for#shˌi.re>.lɑt.tʃɑj.nĕæt.teh
Oxfordshire+N+Prop+Der/laš+A+Pl+Loc+PxSg3	Oxforshirelaččainis	ˈoks.for#shˌi.re>.lɑt.tʃɑj.nis
Oxfordshire+N+Prop+Der/laš+A+Pl+Nom+PxDu1	Oxforshirelaččaideame	ˈoks.for#shˌi.re>.lɑt.tʃɑj.dĕæ.me
Oxfordshire+N+Prop+Der/laš+A+Pl+Nom	Oxforshirelaččat	ˈoks.for#shˌi.re>.lɑt.tʃɑh
Oxfordshire+N+Prop+Der/laš+A+Sg+Acc+PxPl2	Oxforshirelaččadet	ˈoks.for#shˌi.re>.lɑt.tʃɑ.deh
Oxfordshire+N+Prop+Der/laš+A+Sg+Acc+PxSg3	Oxforshirelaččas	ˈoks.for#shˌi.re>.lɑt.tʃɑs
Oxfordshire+N+Prop+Der/laš+A+Sg+Com+PxDu1	Oxforshirelaččaineame	ˈoks.for#shˌi.re>.lɑt.tʃɑj.nĕæ.me
Oxfordshire+N+Prop+Der/laš+A+Sg+Com+PxSg3	Oxforshirelaččainis	ˈoks.for#shˌi.re>.lɑt.tʃɑj.nis
Oxfordshire+N+Prop+Der/laš+A+Sg+Loc	Oxforshirelaččas	ˈoks.for#shˌi.re>.lɑt.tʃɑs
Oxfordshire+N+Prop+Der/laš+A+Sg+Loc+PxDu1	Oxforshirelaččasteame	ˈoks.for#shˌi.re>.lɑt.tʃɑs.tĕæ.me
Oxfordshire+N+Prop+Der/laš+A+Sg+Loc+PxSg2	Oxforshirelaččastat	ˈoks.for#shˌi.re>.lɑt.tʃɑs.tɑh
Oxfordshire+N+Prop+Der/laš+A+Attr	Oxforshirelaš	ˈoks.for#shˌi.re>.lɑʃ
Oxfordshire+N+Prop+Der/laš+A+Attr+Der/vuohta+N+Ess+PxDu2	Oxforshirelašvuohtaneatte	ˈoks.for#shˌi.re>.lɑʃ»vˌuoh.tɑ.nˌĕæt.te
Oxfordshire+N+Prop+Der/laš+A+Attr+Der/vuohta+N+Sg+Ill+PxDu2	Oxforshirelašvuohtaseatte	ˈoks.for#shˌi.re>.lɑʃ»vˌuoh.tɑ.sˌĕæt.te
Oxfordshire+N+Prop+Der/laš+A+Attr+Der/vuohta+N+Der/viđá+Adv	Oxforshirelašvuohtaviđá	ˈoks.for#shˌi.re>.lɑʃ»vˌuoh.tɑ»vˌi.ðɑː
Oxfordshire+N+Prop+Der/laš+A+Attr+Der/vuohta+N+Sg+Com+PxPl3	Oxforshirelašvuođaineaset	ˈoks.for#shˌi.re>.lɑʃ»vˌuo.ðɑj.nˌĕæ.seh
Oxfordshire+N+Prop+Der/laš+A+Attr+Der/vuohta+N+Sg+Loc	Oxforshirelašvuođas	ˈoks.for#shˌi.re>.lɑʃ»vˌuo.ðɑs
Oxfordshire+N+Prop+Der/laš+A+AttrCmp+Der/dáfot+A+Ess	Oxforshirelašdáfogin	ˈoks.for#shˌi.re>.lɑʃ»dˌɑː.fo.gin
Oxfordshire+N+Prop+Der/laš+A+AttrCmp+Der/dávttat+A+Sg+Nom	Oxforshirelašdávttat	ˈoks.for#shˌi.re>.lɑʃ»dˌɑːvht.tɑh
Oxfordshire+N+Prop+Der/laš+A+AttrCmp+Der/olat+A+Pl+Loc	Oxforshirelašolagiin	ˈoks.for#shˌi.re>.lɑʃ»ˌo.lɑ.gijn
Oxfordshire+N+Prop+Der/laš+A+AttrCmp+Der/ravddat+A+Sg+Nom	Oxforshirelašravddat	ˈoks.for#shˌi.re>.lɑʃ»rˌɑvt.tɑh
Oxfordshire+N+Prop+Der/laš+A+AttrCmp+Der/ávjjot+A+Sg+Nom	Oxforshirelašávjjot	ˈoks.for#shˌi.re>.lɑʃ»ˌɑːvj.joh
Oxfordshire+N+Prop+Der/laš+A+Sg+Nom	Oxforshirelaš	ˈoks.for#shˌi.re>.lɑʃ
Oxfordshire+N+Prop+Der/laš+A+Sg+Acc+PxDu1	Oxforshirelažžame	ˈoks.for#shˌi.re>.lɑdː.tʃɑ.me
Oxfordshire+N+Prop+Der/laš+A+Sg+Acc+PxPl1	Oxforshirelažžamet	ˈoks.for#shˌi.re>.lɑdː.tʃɑ.meh
Oxfordshire+N+Prop+Der/laš+A+Sg+Gen+PxPl1	Oxforshirelažžamet	ˈoks.for#shˌi.re>.lɑdː.tʃɑ.meh
Oxfordshire+N+Prop+Der/laš+A+Sg+Gen+PxSg1	Oxforshirelažžan	ˈoks.for#shˌi.re>.lɑdː.tʃɑn
Oxfordshire+N+Prop+Der/laš+A+Sg+Ill+PxDu1	Oxforshirelažžaseame	ˈoks.for#shˌi.re>.lɑdː.tʃɑ.sĕæ.me
Oxfordshire+N+Prop+Der/laš+A+Sg+Ill+PxSg1	Oxforshirelažžasan	ˈoks.for#shˌi.re>.lɑdː.tʃɑ.sɑn
Oxfordshire+N+Prop+Der/laš+A+Ess+PxPl1	Oxforshirelažžaneamet	ˈoks.for#shˌi.re>.lɑdː.tʃɑ.nĕæ.meh
Oxfordshire+N+Prop+Der/laš+A+Ess+PxPl2	Oxforshirelažžaneattet	ˈoks.for#shˌi.re>.lɑdː.tʃɑ.nĕæt.teh
Oxfordshire+N+Prop+Der/laš+A+Ess+PxPl3	Oxforshirelažžaneaset	ˈoks.for#shˌi.re>.lɑdː.tʃɑ.nĕæ.seh
Oxfordshire+N+Prop+Der/laš+A+Ess+PxSg1	Oxforshirelažžanan	ˈoks.for#shˌi.re>.lɑdː.tʃɑ.nɑn
Oxfordshire+N+Prop+Der/laš+A+Ess+PxSg2	Oxforshirelažžanat	ˈoks.for#shˌi.re>.lɑdː.tʃɑ.nɑh
Oxfordshire+N+Prop+Der/laš+A+Ess+PxSg3	Oxforshirelažžanis	ˈoks.for#shˌi.re>.lɑdː.tʃɑ.nis
Oxfordshire+N+Prop+Der/laš+A+Ess	Oxforshirelažžan	ˈoks.for#shˌi.re>.lɑdː.tʃɑn
Oxfordshire+N+Prop+Der/laš+A+Sg+Ill	Oxforshirelažžii	ˈoks.for#shˌi.re>.lɑdː.tʃij
Oxfordshire+N+Prop+Sg+Com	Oxforshiriin	ˈoks.for#shˌi.ri>in
Oxfordshire+N+Prop+Sg+Ill	Oxforshirii	ˈoks.for#shˌi.ri>i
Reed+N+Prop+Sem/Sur+Ess	Reedan	rˈe.e.d>ɑn
Reed+N+Prop+Sem/Sur+Pl+Acc	Reedaid	rˈe.e.d>ɑjh
Reed+N+Prop+Sem/Sur+Pl+Com	Reedaiguin	rˈe.e.d>ɑj.gujn
Reed+N+Prop+Sem/Sur+Pl+Gen	Reedaid	rˈe.e.d>ɑjh
Reed+N+Prop+Sem/Sur+Pl+Ill	Reedaide	rˈe.e.d>ɑj.de
Reed+N+Prop+Sem/Sur+Pl+Loc	Reedain	rˈe.e.d>ɑjn
Reed+N+Prop+Sem/Sur+Pl+Nom	Reedat	rˈe.e.d>ɑh
Reed+N+Prop+Sem/Sur+Sg+Acc	Reed	rˈe.ed>
Reed+N+Prop+Sem/Sur+Sg+Gen	Reed	rˈe.ed>
Reed+N+Prop+Sem/Sur+Sg+Nom	Reed	rˈe.ed>
Reed+N+Prop+Sem/Sur+Sg+Acc	Reeda	rˈe.e.d>ɑ
Reed+N+Prop+Sem/Sur+Sg+Com	Reedain	rˈe.e.d>ɑjn
Reed+N+Prop+Sem/Sur+Sg+Gen	Reeda	rˈe.e.d>ɑ
Reed+N+Prop+Sem/Sur+Sg+Loc	Reedas	rˈe.e.d>ɑs
Reed+N+Prop+Sem/Sur+Sg+Ill	Reedii	rˈe.e.d>ij
Shropshire+N+Prop+Ess	Shrotshiren	shrˈoh#shˌi.re>n
Shropshire+N+Prop+Sg+Acc	Shrotshire	shrˈoh#shˌi.re>
Shropshire+N+Prop+Sg+Gen	Shrotshire	shrˈoh#shˌi.re>
Shropshire+N+Prop+Sg+Nom	Shrotshire	shrˈoh#shˌi.re>
Shropshire+N+Prop+Sg+Loc	Shrotshires	shrˈoh#shˌi.re>s
Shropshire+N+Prop+Der/laš+A+Pl+Acc+PxPl3	Shrotshirelaččaideaset	shrˈoh#shˌi.re>.lɑt.tʃɑj.dĕæ.seh
Shropshire+N+Prop+Der/laš+A+Pl+Com+PxDu1	Shrotshirelaččaideameguin	shrˈoh#shˌi.re>.lɑt.tʃɑj.dĕæ.me.gujn
Shropshire+N+Prop+Der/laš+A+Pl+Com+PxPl1	Shrotshirelaččaideametguin	shrˈoh#shˌi.re>.lɑt.tʃɑj.dĕæ.met.gujn
Shropshire+N+Prop+Der/laš+A+Pl+Nom+PxDu1	Shrotshirelaččaideame	shrˈoh#shˌi.re>.lɑt.tʃɑj.dĕæ.me
Shropshire+N+Prop+Der/laš+A+Pl+Nom+PxPl1	Shrotshirelaččaideamet	shrˈoh#shˌi.re>.lɑt.tʃɑj.dĕæ.meh
Shropshire+N+Prop+Der/laš+A+Pl+Nom	Shrotshirelaččat	shrˈoh#shˌi.re>.lɑt.tʃɑh
Shropshire+N+Prop+Der/laš+A+Sg+Acc+PxDu2	Shrotshirelaččade	shrˈoh#shˌi.re>.lɑt.tʃɑ.de
Shropshire+N+Prop+Der/laš+A+Sg+Acc+PxDu3	Shrotshirelaččaska	shrˈoh#shˌi.re>.lɑt.tʃɑs.kɑ
Shropshire+N+Prop+Der/laš+A+Sg+Acc+PxPl3	Shrotshirelaččaset	shrˈoh#shˌi.re>.lɑt.tʃɑ.seh
Shropshire+N+Prop+Der/laš+A+Sg+Com+PxDu1	Shrotshirelaččaineame	shrˈoh#shˌi.re>.lɑt.tʃɑj.nĕæ.me
Shropshire+N+Prop+Der/laš+A+Sg+Com+PxSg2	Shrotshirelaččainat	shrˈoh#shˌi.re>.lɑt.tʃɑj.nɑh
Shropshire+N+Prop+Der/laš+A+Sg+Com	Shrotshirelaččain	shrˈoh#shˌi.re>.lɑt.tʃɑjn
Shropshire+N+Prop+Der/laš+A+Sg+Gen+PxDu2	Shrotshirelaččade	shrˈoh#shˌi.re>.lɑt.tʃɑ.de
Shropshire+N+Prop+Der/laš+A+Sg+Gen+PxPl2	Shrotshirelaččadet	shrˈoh#shˌi.re>.lɑt.tʃɑ.deh
Shropshire+N+Prop+Der/laš+A+Sg+Loc	Shrotshirelaččas	shrˈoh#shˌi.re>.lɑt.tʃɑs
Shropshire+N+Prop+Der/laš+A+Sg+Loc+PxDu3	Shrotshirelaččasteaskka	shrˈoh#shˌi.re>.lɑt.tʃɑs.teæs.kɑ
Shropshire+N+Prop+Der/laš+A+Attr	Shrotshirelaš	shrˈoh#shˌi.re>.lɑʃ
Shropshire+N+Prop+Der/laš+A+Attr+Der/vuohta+N+Sg+Ill	Shrotshirelašvuhtii	shrˈoh#shˌi.re>.lɑʃ»vˌuh.tij
Shropshire+N+Prop+Der/laš+A+AttrCmp+Der/asat+A+Pl+Nom	Shrotshirelašasagat	shrˈoh#shˌi.re>.lɑʃ»ˌɑ.sɑ.gɑh
Shropshire+N+Prop+Der/laš+A+AttrCmp+Der/dávddat+A+Der/vuohta+N+Sg+Ill+PxPl3	Shrotshirelašdávddatvuohtaseaset	shrˈoh#shˌi.re>.lɑʃ»dˌɑːvt.tɑh»vˌuoh.tɑ.sˌĕæ.seh
Shropshire+N+Prop+Der/laš+A+AttrCmp+Der/jienat+A+Sg+Gen	Shrotshirelašjienaga	shrˈoh#shˌi.re>.lɑʃ»jˌie.nɑ.gɑ
Shropshire+N+Prop+Der/laš+A+AttrCmp+Der/uvssot+A+Pl+Nom	Shrotshirelašuvssogat	shrˈoh#shˌi.re>.lɑʃ»ˌuvs.so.gɑh
Shropshire+N+Prop+Der/laš+A+AttrCmp+Der/áissat+A+Sg+Acc	Shrotshirelašáissaga	shrˈoh#shˌi.re>.lɑʃ»ˌɑːjs.sɑ.gɑ
Shropshire+N+Prop+Der/laš+A+Sg+Nom	Shrotshirelaš	shrˈoh#shˌi.re>.lɑʃ
Shropshire+N+Prop+Der/laš+A+Sg+Acc+PxPl1	Shrotshirelažžamet	shrˈoh#shˌi.re>.lɑdː.tʃɑ.meh
Shropshire+N+Prop+Der/laš+A+Ess+PxPl1	Shrotshirelažžaneamet	shrˈoh#shˌi.re>.lɑdː.tʃɑ.nĕæ.meh
Shropshire+N+Prop+Der/laš+A+Ess+PxSg2	Shrotshirelažžanat	shrˈoh#shˌi.re>.lɑdː.tʃɑ.nɑh
Shropshire+N+Prop+Der/laš+A+Ess+PxSg3	Shrotshirelažžanis	shrˈoh#shˌi.re>.lɑdː.tʃɑ.nis
Shropshire+N+Prop+Der/laš+A+Ess	Shrotshirelažžan	shrˈoh#shˌi.re>.lɑdː.tʃɑn
Shropshire+N+Prop+Der/laš+A+Sg+Ill	Shrotshirelažžii	shrˈoh#shˌi.re>.lɑdː.tʃij
Shropshire+N+Prop+Sg+Com	Shrotshiriin	shrˈoh#shˌi.ri>in
Shropshire+N+Prop+Sg+Ill	Shrotshirii	shrˈoh#shˌi.ri>i
Staffordshire+N+Prop+Ess	Stafforshiren	stˈɑf.for#shˌi.re>n
Staffordshire+N+Prop+Sg+Acc	Stafforshire	stˈɑf.for#shˌi.re>
Staffordshire+N+Prop+Sg+Gen	Stafforshire	stˈɑf.for#shˌi.re>
Staffordshire+N+Prop+Sg+Nom	Stafforshire	stˈɑf.for#shˌi.re>
Staffordshire+N+Prop+Sg+Loc	Stafforshires	stˈɑf.for#shˌi.re>s
Staffordshire+N+Prop+Der/laš+A+Pl+Com+PxPl2	Stafforshirelaččaideattetguin	stˈɑf.for#shˌi.re>.lɑt.tʃɑj.dĕæt.tet.gujn
Staffordshire+N+Prop+Der/laš+A+Pl+Com+PxSg3	Stafforshirelaččaidisguin	stˈɑf.for#shˌi.re>.lɑt.tʃɑj.dis.gujn
Staffordshire+N+Prop+Der/laš+A+Pl+Ill	Stafforshirelaččaide	stˈɑf.for#shˌi.re>.lɑt.tʃɑj.de
Staffordshire+N+Prop+Der/laš+A+Pl+Loc+PxDu3	Stafforshirelaččaineaskka	stˈɑf.for#shˌi.re>.lɑt.tʃɑj.neæs.kɑ
Staffordshire+N+Prop+Der/laš+A+Pl+Loc+PxPl1	Stafforshirelaččaineamet	stˈɑf.for#shˌi.re>.lɑt.tʃɑj.nĕæ.meh
Staffordshire+N+Prop+Der/laš+A+Pl+Nom+PxSg1	Stafforshirelaččaidan	stˈɑf.for#shˌi.re>.lɑt.tʃɑj.dɑn
Staffordshire+N+Prop+Der/laš+A+Pl+Nom	Stafforshirelaččat	stˈɑf.for#shˌi.re>.lɑt.tʃɑh
Staffordshire+N+Prop+Der/laš+A+Sg+Acc+PxPl3	Stafforshirelaččaset	stˈɑf.for#shˌi.re>.lɑt.tʃɑ.seh
Staffordshire+N+Prop+Der/laš+A+Sg+Com	Stafforshirelaččain	stˈɑf.for#shˌi.re>.lɑt.tʃɑjn
Staffordshire+N+Prop+Der/laš+A+Sg+Gen+PxDu2	Stafforshirelaččade	stˈɑf.for#shˌi.re>.lɑt.tʃɑ.de
Staffordshire+N+Prop+Der/laš+A+Sg+Gen+PxDu3	Stafforshirelaččaska	stˈɑf.for#shˌi.re>.lɑt.tʃɑs.kɑ
Staffordshire+N+Prop+Der/laš+A+Sg+Gen+PxPl2	Stafforshirelaččadet	stˈɑf.for#shˌi.re>.lɑt.tʃɑ.deh
Staffordshire+N+Prop+Der/laš+A+Sg+Loc	Stafforshirelaččas	stˈɑf.for#shˌi.re>.lɑt.tʃɑs
Staffordshire+N+Prop+Der/laš+A+Sg+Loc+PxSg3	Stafforshirelaččastis	stˈɑf.for#shˌi.re>.lɑt.tʃɑs.tis
Staffordshire+N+Prop+Der/laš+A+Attr	Stafforshirelaš	stˈɑf.for#shˌi.re>.lɑʃ
Staffordshire+N+Prop+Der/laš+A+Attr+Der/vuohta+N+Sg+Ill	Stafforshirelašvuhtii	stˈɑf.for#shˌi.re>.lɑʃ»vˌuh.tij
Staffordshire+N+Prop+Der/laš+A+AttrCmp+Der/borat+A+Sg+Nom	Stafforshirelašborat	stˈɑf.for#shˌi.re>.lɑʃ»bˌo.rɑh
Staffordshire+N+Prop+Der/laš+A+AttrCmp+Der/mohkat+A+Pl+Nom	Stafforshirelašmohkagat	stˈɑf.for#shˌi.re>.lɑʃ»mˌoh.kɑ.gɑh
Staffordshire+N+Prop+Der/laš+A+AttrCmp+Der/šlájat+A+Sg+Nom	Stafforshirelaššlájat	stˈɑf.for#shˌi.re>.lɑʃ»ʃlˌɑː.jɑh
Staffordshire+N+Prop+Der/laš+A+Sg+Nom	Stafforshirelaš	stˈɑf.for#shˌi.re>.lɑʃ
Staffordshire+N+Prop+Der/laš+A+Sg+Acc+PxPl1	Stafforshirelažžamet	stˈɑf.for#shˌi.re>.lɑdː.tʃɑ.meh
Staffordshire+N+Prop+Der/laš+A+Sg+Gen+PxSg1	Stafforshirelažžan	stˈɑf.for#shˌi.re>.lɑdː.tʃɑn
Staffordshire+N+Prop+Der/laš+A+Sg+Ill+PxPl2	Stafforshirelažžaseattet	stˈɑf.for#shˌi.re>.lɑdː.tʃɑ.sĕæt.teh
Staffordshire+N+Prop+Der/laš+A+Sg+Ill+PxPl3	Stafforshirelažžaseaset	stˈɑf.for#shˌi.re>.lɑdː.tʃɑ.sĕæ.seh
Staffordshire+N+Prop+Der/laš+A+Sg+Ill+PxSg1	Stafforshirelažžasan	stˈɑf.for#shˌi.re>.lɑdː.tʃɑ.sɑn
Staffordshire+N+Prop+Der/laš+A+Sg+Nom+PxDu3	Stafforshirelažžaska	stˈɑf.for#shˌi.re>.lɑdː.tʃɑs.kɑ
Staffordshire+N+Prop+Der/laš+A+Ess+PxPl3	Stafforshirelažžaneaset	stˈɑf.for#shˌi.re>.lɑdː.tʃɑ.nĕæ.seh
Staffordshire+N+Prop+Der/laš+A+Ess+PxSg2	Stafforshirelažžanat	stˈɑf.for#shˌi.re>.lɑdː.tʃɑ.nɑh
Staffordshire+N+Prop+Der/laš+A+Sg+Ill	Stafforshirelažžii	stˈɑf.for#shˌi.re>.lɑdː.tʃij
Staffordshire+N+Prop+Sg+Com	Stafforshiriin	stˈɑf.for#shˌi.ri>in
Staffordshire+N+Prop+Sg+Ill	Stafforshirii	stˈɑf.for#shˌi.ri>i
Tweed+N+Prop+Sem/Sur+Ess	Tweedan	tβˈe.e.d>ɑn
Tweed+N+Prop+Sem/Sur+Pl+Acc	Tweedaid	tβˈe.e.d>ɑjh
Tweed+N+Prop+Sem/Sur+Pl+Com	Tweedaiguin	tβˈe.e.d>ɑj.gujn
Tweed+N+Prop+Sem/Sur+Pl+Gen	Tweedaid	tβˈe.e.d>ɑjh
Tweed+N+Prop+Sem/Sur+Pl+Ill	Tweedaide	tβˈe.e.d>ɑj.de
Tweed+N+Prop+Sem/Sur+Pl+Loc	Tweedain	tβˈe.e.d>ɑjn
Tweed+N+Prop+Sem/Sur+Pl+Nom	Tweedat	tβˈe.e.d>ɑh
Tweed+N+Prop+Sem/Sur+Sg+Acc	Tweed	tβˈe.ed>
Tweed+N+Prop+Sem/Sur+Sg+Gen	Tweed	tβˈe.ed>
Tweed+N+Prop+Sem/Sur+Sg+Nom	Tweed	tβˈe.ed>
Tweed+N+Prop+Sem/Sur+Sg+Acc	Tweeda	tβˈe.e.d>ɑ
Tweed+N+Prop+Sem/Sur+Sg+Com	Tweedain	tβˈe.e.d>ɑjn
Tweed+N+Prop+Sem/Sur+Sg+Gen	Tweeda	tβˈe.e.d>ɑ
Tweed+N+Prop+Sem/Sur+Sg+Loc	Tweedas	tβˈe.e.d>ɑs
Tweed+N+Prop+Sem/Sur+Sg+Ill	Tweedii	tβˈe.e.d>ij
Warwickshire+N+Prop+Ess	Warwickshiren	βˈɑr.βitsk#shˌi.re>n
Warwickshire+N+Prop+Sg+Acc	Warwickshire	βˈɑr.βitsk#shˌi.re>
Warwickshire+N+Prop+Sg+Gen	Warwickshire	βˈɑr.βitsk#shˌi.re>
Warwickshire+N+Prop+Sg+Nom	Warwickshire	βˈɑr.βitsk#shˌi.re>
