Aachen+N+Prop+Ess	Aachenin	ˈɑːts.he.n>in
Hyppönen+N+Prop+Sem/Sur+Pl+Nom	Hyppönenat	hˈyp.pø>.ne.nɑh
Hyppönen+N+Prop+Sem/Sur+Sg+Nom	Hyppönen	hˈyp.pø>.nen
Hyppönen+N+Prop+Sem/Sur+Pl+Gen	Hyppösiid	hˈyp.pø>.sijh
Hyppönen+N+Prop+Sem/Sur+Sg+Acc	Hyppösa	hˈyp.pø>.sɑ
Hyttinen+N+Prop+Sem/Sur+Ess	Hyttinenin	hˈyt.ti>.ne.nin
Hytönen+N+Prop+Sem/Sur+Pl+Nom	Hytösat	hˈy.tø>.sɑh
Hytönen+N+Prop+Sem/Sur+Sg+Loc	Hytösis	hˈy.tø>.sis
Hyväkkä+N+Prop+Sem/Sur+Pl+Nom	Hyväkkät	hˈy.væk.kæ>h
Hyvönen+N+Prop+Sem/Sur+Sg+Gen+Allegro	Hyvönen	hˈy.vø>.nen
Hyvönen+N+Prop+Sem/Sur+Sg+Acc	Hyvönena	hˈy.vø>.ne.nɑ
Hyvönen+N+Prop+Sem/Sur+Sg+Ill	Hyvönenii	hˈy.vø>.ne.nij
Hyvönen+N+Prop+Sem/Sur+Pl+Nom	Hyvösat	hˈy.vø>.sɑh
Hyyryläinen+N+Prop+Sem/Sur+Ess	Hyyryläinenin	hˈyy.ry.læj>.ne.nin
Hyyryläinen+N+Prop+Sem/Sur+Pl+Com	Hyyryläineniiguin	hˈyy.ry.læj>.ne.nij.gujn
Hyyryläinen+N+Prop+Sem/Sur+Ess	Hyyryläisin	hˈyy.ry.læj>.sin
Hyyrynen+N+Prop+Sem/Sur+Sg+Loc	Hyyrynenis	hˈyy.ry>.ne.nis
Hyyrynen+N+Prop+Sem/Sur+Sg+Gen	Hyyrysa	hˈyy.ry>.sɑ
Hyytinen+N+Prop+Sem/Sur+Ess	Hyytisin	hˈyy.ti>.sin
Hyytinen+N+Prop+Sem/Sur+Pl+Nom	Hyytisat	hˈyy.ti>.sɑh
Hyytiäinen+N+Prop+Sem/Sur+Ess	Hyytiäisin	hˈyy.ti.æj>.sin
Hyytiäinen+N+Prop+Sem/Sur+Pl+Nom	Hyytiäisat	hˈyy.ti.æj>.sɑh
Hyytiäinen+N+Prop+Sem/Sur+Sg+Gen	Hyytiäisa	hˈyy.ti.æj>.sɑ
Hyökki+N+Prop+Sem/Sur+Sg+Acc	Hyökki	hˈyøk.ki>
Hyökki+N+Prop+Sem/Sur+Sg+Com	Hyökkiin	hˈyøk.ki>in
Hyötyläinen+N+Prop+Sem/Sur+Sg+Ill	Hyötyläisii	hˈyø.ty.læj>.sij
Häivälä+N+Prop+Ess	Häivälän	hˈæjː.væ.læ>n
Häivälä+N+Prop+Sg+Acc	Häivälä	hˈæjː.væ.læ>
Häivälä+N+Prop+Sg+Loc	Häiväläs	hˈæjː.væ.læ>s
Häkälä+N+Prop+Sem/Sur+Ess	Häkälän	hˈæ.kæ.læ>n
Hälikkä+N+Prop+Sem/Sur+Ess	Hälikkän	hˈæ.lik.kæ>n
Hämynen+N+Prop+Sem/Sur+Sg+Acc	Hämynena	hˈæ.my>.ne.nɑ
Hämäläinen+N+Prop+Sem/Sur+Ess	Hämäläisin	hˈæ.mæ.læj>.sin
Hännikäinen+N+Prop+Sem/Sur+Sg+Acc	Hännikäinen	hˈæn.ni.kæj>.nen
Hännikäinen+N+Prop+Sem/Sur+Sg+Com	Hännikäisiin	hˈæn.ni.kæj>.sijn
Hännikäinen+N+Prop+Sem/Sur+Sg+Ill	Hännikäisii	hˈæn.ni.kæj>.sij
Hänninen+N+Prop+Sem/Sur+Pl+Nom	Hänninenat	hˈæn.ni>.ne.nɑh
Hänninen+N+Prop+Sem/Sur+Sg+Com	Hännineniin	hˈæn.ni>.ne.nijn
Hänninen+N+Prop+Sem/Sur+Sg+Gen	Hännisa	hˈæn.ni>.sɑ
Härkänen+N+Prop+Sem/Sur+Ess	Härkänenin	hˈærː.kæ>.ne.nin
Härkänen+N+Prop+Sem/Sur+Sg+Com	Härkäneniin	hˈærː.kæ>.ne.nijn
Härmälä+N+Prop+Sg+Gen	Härmälä	hˈær.mæ.læ>
Härmälä+N+Prop+Sg+Ill	Härmäläi	hˈær.mæ.læ>i
Hätälä+N+Prop+Sg+Ill	Hätäläi	hˈæ.tæ.læ>i
Hätönen+N+Prop+Sem/Sur+Pl+Nom	Hätösat	hˈæ.tø>.sɑh
Häyrinen+N+Prop+Sem/Sur+Pl+Nom	Häyrinenat	hˈæ.y.ri>.ne.nɑh
Häyrinen+N+Prop+Sem/Sur+Pl+Nom	Häyrisat	hˈæ.y.ri>.sɑh
Häyrynen+N+Prop+Sem/Sur+Pl+Loc	Häyryneniin	hˈæ.y.ry>.ne.nijn
Häyrynen+N+Prop+Sem/Sur+Sg+Loc	Häyrynenis	hˈæ.y.ry>.ne.nis
Hökkä+N+Prop+Sem/Sur+Ess	Hökkän	hˈøk.kæ>n
Hökkä+N+Prop+Sem/Sur+Pl+Com	Hökkäiguin	hˈøk.kæ>i.gujn
Hökkä+N+Prop+Sem/Sur+Pl+Ill	Hökkäide	hˈøk.kæ>i.de
Hökkä+N+Prop+Sem/Sur+Pl+Loc	Hökkäin	hˈøk.kæ>in
Hökkä+N+Prop+Sem/Sur+Pl+Nom	Hökkät	hˈøk.kæ>h
Hökkä+N+Prop+Sem/Sur+Sg+Ill	Hökkäi	hˈøk.kæ>i
Hökkä+N+Prop+Sem/Sur+Sg+Loc	Hökkäs	hˈøk.kæ>s
Hörkkö+N+Prop+Ess	Hörkkön	hˈørk.kø>n
Hörkkö+N+Prop+Sg+Gen	Hörkkö	hˈørk.kø>
Hörkkö+N+Prop+Sg+Nom	Hörkkö	hˈørk.kø>
Hörkkö+N+Prop+Sg+Loc	Hörkkös	hˈørk.kø>s
Höylä+N+Prop+Sem/Sur+Ess	Höylän	hˈø.y.læ>n
Höylä+N+Prop+Sem/Sur+Pl+Com	Höyläiguin	hˈø.y.læ>i.gujn
Höylä+N+Prop+Sem/Sur+Pl+Ill	Höyläide	hˈø.y.læ>i.de
Höylä+N+Prop+Sem/Sur+Pl+Nom	Höylät	hˈø.y.læ>h
Höylä+N+Prop+Sem/Sur+Sg+Acc	Höylä	hˈø.y.læ>
Höylä+N+Prop+Sem/Sur+Sg+Nom	Höylä	hˈø.y.læ>
Höylä+N+Prop+Sem/Sur+Sg+Com	Höyläin	hˈø.y.læ>in
Höylä+N+Prop+Sem/Sur+Sg+Ill	Höyläi	hˈø.y.læ>i
Höylä+N+Prop+Sem/Sur+Sg+Loc	Höyläs	hˈø.y.læ>s
Idaho+N+Prop+Ess	Idahon	ˈi.dɑ.ho>n
Idaho+N+Prop+Sg+Gen	Idaho	ˈi.dɑ.ho>
Idaho+N+Prop+Sg+Nom	Idaho	ˈi.dɑ.ho>
Idaho+N+Prop+Sg+Loc	Idahos	ˈi.dɑ.ho>s
Idivuoma+N+Prop+Sg+Nom	Idivuoma	ˈi.di#vˌuo.mɑ>
Ihalainen+N+Prop+Sem/Sur+Pl+Nom	Ihalainenat	ˈi.hɑ.lɑj>.ne.nɑh
Ihalainen+N+Prop+Sem/Sur+Sg+Gen	Ihalainena	ˈi.hɑ.lɑj>.ne.nɑ
Ihalainen+N+Prop+Sem/Sur+Ess	Ihalaisin	ˈi.hɑ.lɑj>.sin
Ihalainen+N+Prop+Sem/Sur+Pl+Nom	Ihalaisat	ˈi.hɑ.lɑj>.sɑh
Ihalainen+N+Prop+Sem/Sur+Sg+Com	Ihalaisiin	ˈi.hɑ.lɑj>.sijn
Ihamäki+N+Prop+Sem/Sur+Pl+Ill	Ihamäkjde	ˈi.hɑ#mæk>jde
Ihamäki+N+Prop+Sem/Sur+Pl+Nom	Ihamäkt	ˈi.hɑ#mæk>h
Ihamäki+N+Prop+Sem/Sur+Sg+Gen	Ihamäk	ˈi.hɑ#mæk>
Ihamäki+N+Prop+Sem/Sur+Sg+Com	Ihamäkjn	ˈi.hɑ#mæk>jn
Ihanamäki+N+Prop+Sem/Sur+Pl+Nom	Ihanamäkt	ˈi.hɑ.nɑ#mæk>h
Ihonen+N+Prop+Sem/Sur+Pl+Nom	Ihonenat	ˈi.ho>.ne.nɑh
Ihonen+N+Prop+Sem/Sur+Sg+Com	Ihoneniin	ˈi.ho>.ne.nijn
Ihonen+N+Prop+Sem/Sur+Sg+Loc	Ihonenis	ˈi.ho>.ne.nis
Ihonen+N+Prop+Sem/Sur+Pl+Nom	Ihosat	ˈi.ho>.sɑh
Ihonen+N+Prop+Sem/Sur+Pl+Acc	Ihosiid	ˈi.ho>.sijh
Ihonen+N+Prop+Sem/Sur+Pl+Gen	Ihosiid	ˈi.ho>.sijh
Ihonen+N+Prop+Sem/Sur+Pl+Ill	Ihosiidda	ˈi.ho>.sijt.tɑ
Ihonen+N+Prop+Sem/Sur+Sg+Com	Ihosiin	ˈi.ho>.sijn
Ihonen+N+Prop+Sem/Sur+Sg+Ill	Ihosii	ˈi.ho>.sij
Iisakka+N+Prop+Sem/Sur+Ess	Iisakkan	ˈijː.sɑk.kɑ>n
Iisakka+N+Prop+Sem/Sur+Sg+Gen	Iisakka	ˈijː.sɑk.kɑ>
Iisakka+N+Prop+Sem/Sur+Sg+Loc	Iisakkas	ˈijː.sɑk.kɑ>s
Iiskola+N+Prop+Sem/Sur+Ess	Iiskolan	ˈijː.sko.lɑ>n
Iiskola+N+Prop+Sem/Sur+Pl+Acc	Iiskolaid	ˈijː.sko.lɑ>id
Iiskola+N+Prop+Sem/Sur+Pl+Nom	Iiskolat	ˈijː.sko.lɑ>h
Iiskola+N+Prop+Sem/Sur+Sg+Com	Iiskolain	ˈijː.sko.lɑ>in
Iivanainen+N+Prop+Sem/Sur+Sg+Acc	Iivanaisa	ˈijː.vɑ.nɑj>.sɑ
Iivanainen+N+Prop+Sem/Sur+Sg+Com	Iivanaisiin	ˈijː.vɑ.nɑj>.sijn
Iivarinen+N+Prop+Sem/Sur+Ess	Iivarinenin	ˈijː.vɑ.ri>.ne.nin
Iivarinen+N+Prop+Sem/Sur+Sg+Loc	Iivarinenis	ˈijː.vɑ.ri>.ne.nis
Iivarinen+N+Prop+Sem/Sur+Ess	Iivarisin	ˈijː.vɑ.ri>.sin
Iivonen+N+Prop+Sem/Sur+Ess	Iivonenin	ˈijː.vo>.ne.nin
Iivonen+N+Prop+Sem/Sur+Pl+Ill	Iivoneniidda	ˈijː.vo>.ne.nijt.tɑ
Iivonen+N+Prop+Sem/Sur+Pl+Loc	Iivoneniin	ˈijː.vo>.ne.nijn
Iivonen+N+Prop+Sem/Sur+Sg+Nom	Iivonen	ˈijː.vo>.nen
Iivonen+N+Prop+Sem/Sur+Sg+Acc	Iivonena	ˈijː.vo>.ne.nɑ
Iivonen+N+Prop+Sem/Sur+Sg+Gen	Iivonena	ˈijː.vo>.ne.nɑ
Iivonen+N+Prop+Sem/Sur+Sg+Gen	Iivosa	ˈijː.vo>.sɑ
Iivonen+N+Prop+Sem/Sur+Sg+Loc	Iivosis	ˈijː.vo>.sis
Ikkala+N+Prop+Sem/Sur+Ess	Ikkalan	ˈik.kɑ.lɑ>n
Ikkala+N+Prop+Sem/Sur+Pl+Gen	Ikkalaid	ˈik.kɑ.lɑ>id
Ikkala+N+Prop+Sem/Sur+Pl+Nom	Ikkalat	ˈik.kɑ.lɑ>h
Ikkala+N+Prop+Sem/Sur+Sg+Nom	Ikkala	ˈik.kɑ.lɑ>
Ikkala+N+Prop+Sem/Sur+Sg+Ill	Ikkalai	ˈik.kɑ.lɑ>i
Ikola+N+Prop+Sem/Sur+Pl+Loc	Ikolain	ˈi.ko.lɑ>in
Ikola+N+Prop+Sem/Sur+Pl+Nom	Ikolat	ˈi.ko.lɑ>h
Ikola+N+Prop+Sem/Sur+Sg+Ill	Ikolai	ˈi.ko.lɑ>i
Ikonen+N+Prop+Sem/Sur+Sg+Gen	Ikonena	ˈi.ko>.ne.nɑ
Ikonen+N+Prop+Sem/Sur+Sg+Com	Ikoneniin	ˈi.ko>.ne.nijn
Ikonen+N+Prop+Sem/Sur+Ess	Ikosin	ˈi.ko>.sin
Ikonen+N+Prop+Sem/Sur+Pl+Com	Ikosiiguin	ˈi.ko>.sij.gujn
Ikäheimonen+N+Prop+Sem/Sur+Pl+Ill	Ikäheimoneniidda	ˈi.kæ.hˌej.mo>.ne.nijt.tɑ
Ikäheimonen+N+Prop+Sem/Sur+Sg+Gen	Ikäheimonena	ˈi.kæ.hˌej.mo>.ne.nɑ
Ikäheimonen+N+Prop+Sem/Sur+Ess	Ikäheimosin	ˈi.kæ.hˌej.mo>.sin
Ikäläinen+N+Prop+Sem/Sur+Sg+Nom	Ikäläinen	ˈi.kæ.læj>.nen
Ikäläinen+N+Prop+Sem/Sur+Ess	Ikäläisin	ˈi.kæ.læj>.sin
Ilkka+N+Prop+Sem/Sur+Ess	Ilkkan	ˈilk.kɑ>n
Ilkka+N+Prop+Sem/Sur+Pl+Nom	Ilkkat	ˈilk.kɑ>h
Ilkka+N+Prop+Sem/Sur+Sg+Com	Ilkkain	ˈilk.kɑ>in
Illikainen+N+Prop+Sem/Sur+Sg+Ill	Illikainenii	ˈil.li.kɑj>.ne.nij
Illukka+N+Prop+Sem/Sur+Pl+Acc	Illukkaid	ˈil.luk.kɑ>id
Ilmanen+N+Prop+Sem/Sur+Sg+Gen	Ilmanena	ˈil.mɑ>.ne.nɑ
Ilmanen+N+Prop+Sem/Sur+Sg+Acc	Ilmasa	ˈil.mɑ>.sɑ
Ilmarinen+N+Prop+Sem/Sur+Sg+Com	Ilmarisiin	ˈil.mɑ.ri>.sijn
Ilmola+N+Prop+Sem/Sur+Pl+Ill	Ilmolaide	ˈil.mo.lɑ>i.de
Ilmonen+N+Prop+Sem/Sur+Pl+Acc	Ilmoneniid	ˈil.mo>.ne.nijh
Ilomäki+N+Prop+Sem/Sur+Ess	Ilomäkn	ˈi.lo#mæk>n
Ilomäki+N+Prop+Sem/Sur+Pl+Ill	Ilomäkjde	ˈi.lo#mæk>jde
Ilomäki+N+Prop+Sem/Sur+Pl+Loc	Ilomäkjn	ˈi.lo#mæk>jn
Ilonen+N+Prop+Sem/Sur+Ess	Ilosin	ˈi.lo>.sin
Iltanen+N+Prop+Sem/Sur+Sg+Acc	Iltanen	ˈilː.tɑ>.nen
Iltanen+N+Prop+Sem/Sur+Sg+Gen+Allegro	Iltanen	ˈilː.tɑ>.nen
Iltanen+N+Prop+Sem/Sur+Sg+Com	Iltaneniin	ˈilː.tɑ>.ne.nijn
Ilvonen+N+Prop+Sem/Sur+Ess	Ilvonenin	ˈilː.vo>.ne.nin
Ilvonen+N+Prop+Sem/Sur+Pl+Acc	Ilvosiid	ˈilː.vo>.sijh
Ilvonen+N+Prop+Sem/Sur+Pl+Loc	Ilvosiin	ˈilː.vo>.sijn
Ilvonen+N+Prop+Sem/Sur+Sg+Loc	Ilvosis	ˈilː.vo>.sis
Immonen+N+Prop+Sem/Sur+Ess	Immonenin	ˈim.mo>.ne.nin
Immonen+N+Prop+Sem/Sur+Pl+Nom	Immonenat	ˈim.mo>.ne.nɑh
Immonen+N+Prop+Sem/Sur+Sg+Acc	Immonena	ˈim.mo>.ne.nɑ
Immonen+N+Prop+Sem/Sur+Sg+Gen	Immonena	ˈim.mo>.ne.nɑ
Immonen+N+Prop+Sem/Sur+Pl+Nom	Immosat	ˈim.mo>.sɑh
Immonen+N+Prop+Sem/Sur+Pl+Ill	Immosiidda	ˈim.mo>.sijt.tɑ
Immonen+N+Prop+Sem/Sur+Sg+Gen	Immosa	ˈim.mo>.sɑ
Impola+N+Prop+Sem/Sur+Pl+Com	Impolaiguin	ˈimː.po.lɑ>i.gujn
Impola+N+Prop+Sem/Sur+Pl+Nom	Impolat	ˈimː.po.lɑ>h
Impola+N+Prop+Sem/Sur+Sg+Nom	Impola	ˈimː.po.lɑ>
Impola+N+Prop+Sem/Sur+Sg+Loc	Impolas	ˈimː.po.lɑ>s
Imponen+N+Prop+Sem/Sur+Pl+Ill	Imposiidda	ˈimː.po>.sijt.tɑ
Imponen+N+Prop+Sem/Sur+Sg+Loc	Imposis	ˈimː.po>.sis
Inarijoki+N+Prop+Sg+Nom	Inarijoki	ˈi.nɑ.ri#jˌo.ki>
Inarijärvi+N+Prop+Sg+Nom	Inarijärv	ˈi.nɑ.ri#jærv>
Inarijärvi+N+Prop+Sg+Ill	Inarijärvj	ˈi.nɑ.ri#jærv>j
Inarijärvi+N+Prop+Sg+Loc	Inarijärvs	ˈi.nɑ.ri#jærv>s
Ingila+N+Prop+Sem/Sur+Ess	Ingilan	ˈiŋ.ŋi.lɑ>n
Ingila+N+Prop+Sem/Sur+Pl+Gen	Ingilaid	ˈiŋ.ŋi.lɑ>id
Ingila+N+Prop+Sem/Sur+Pl+Loc	Ingilain	ˈiŋ.ŋi.lɑ>in
Ingila+N+Prop+Sem/Sur+Sg+Nom	Ingila	ˈiŋ.ŋi.lɑ>
Ingila+N+Prop+Sem/Sur+Sg+Ill	Ingilai	ˈiŋ.ŋi.lɑ>i
Ingila+N+Prop+Sem/Sur+Sg+Loc	Ingilas	ˈiŋ.ŋi.lɑ>s
Inkala+N+Prop+Sem/Sur+Ess	Inkalan	ˈiŋŋ.kɑ.lɑ>n
Inkala+N+Prop+Sem/Sur+Pl+Loc	Inkalain	ˈiŋŋ.kɑ.lɑ>in
Inkala+N+Prop+Sem/Sur+Sg+Nom	Inkala	ˈiŋŋ.kɑ.lɑ>
Inkeröinen+N+Prop+Sem/Sur+Sg+Gen	Inkeröinena	ˈiŋŋ.ke.røj>.ne.nɑ
Inkinen+N+Prop+Sem/Sur+Sg+Gen+Allegro	Inkinen	ˈiŋŋ.ki>.nen
Inkonen+N+Prop+Sem/Sur+Pl+Gen	Inkoneniid	ˈiŋŋ.ko>.ne.nijh
Inkonen+N+Prop+Sem/Sur+Sg+Nom	Inkonen	ˈiŋŋ.ko>.nen
Inkonen+N+Prop+Sem/Sur+Sg+Loc	Inkosis	ˈiŋŋ.ko>.sis
Innala+N+Prop+Sem/Sur+Pl+Nom	Innalat	ˈin.nɑ.lɑ>h
Innanen+N+Prop+Sem/Sur+Sg+Gen+Allegro	Innanen	ˈin.nɑ>.nen
Innanen+N+Prop+Sem/Sur+Sg+Gen	Innanena	ˈin.nɑ>.ne.nɑ
Innanen+N+Prop+Sem/Sur+Pl+Loc	Innasiin	ˈin.nɑ>.sijn
Innsbruck+N+Prop+Ess	Innsbruckan	ˈinːs.bruts.k>ɑn
Innsbruck+N+Prop+Sg+Gen	Innsbruck	ˈinːs.brutsk>
Intonen+N+Prop+Sem/Sur+Pl+Nom	Intonenat	ˈinː.to>.ne.nɑh
Intonen+N+Prop+Sem/Sur+Sg+Com	Intoneniin	ˈinː.to>.ne.nijn
Intonen+N+Prop+Sem/Sur+Pl+Nom	Intosat	ˈinː.to>.sɑh
Intonen+N+Prop+Sem/Sur+Pl+Ill	Intosiidda	ˈinː.to>.sijt.tɑ
Intonen+N+Prop+Sem/Sur+Sg+Acc	Intosa	ˈinː.to>.sɑ
Intonen+N+Prop+Sem/Sur+Sg+Gen	Intosa	ˈinː.to>.sɑ
Intonen+N+Prop+Sem/Sur+Sg+Ill	Intosii	ˈinː.to>.sij
Irjala+N+Prop+Ess	Irjalan	ˈirː.jɑ.lɑ>n
Irjala+N+Prop+Sg+Acc	Irjala	ˈirː.jɑ.lɑ>
Irjala+N+Prop+Sg+Nom	Irjala	ˈirː.jɑ.lɑ>
Irjala+N+Prop+Sg+Com	Irjalain	ˈirː.jɑ.lɑ>in
Irjala+N+Prop+Sg+Ill	Irjalai	ˈirː.jɑ.lɑ>i
Irjala+N+Prop+Sg+Loc	Irjalas	ˈirː.jɑ.lɑ>s
Isoaho+N+Prop+Ess	Isoahon	ˈi.so#ˌɑ.ho>n
Isoaho+N+Prop+Sg+Ill	Isoahoi	ˈi.so#ˌɑ.ho>i
Isojärvi+N+Prop+Sg+Com	Isojärvjn	ˈi.so#jærv>jn
Isojärvi+N+Prop+Sg+Loc	Isojärvs	ˈi.so#jærv>s
Isokääntä+N+Prop+Sg+Loc	Isokääntäs	ˈi.so#kˌæænː.tæ>s
Isola+N+Prop+Ess	Isolan	ˈi.so.lɑ>n
Isomaa+N+Prop+Sem/Sur+Ess	Isomaan	ˈi.so#mɑː>n
Isomaa+N+Prop+Sem/Sur+Pl+Nom	Isomaat	ˈi.so#mɑː>h
Isosalo+N+Prop+Sem/Sur+Sg+Ill	Isosaloi	ˈi.so.sˌɑ.lo>i
Isotalo+N+Prop+Sem/Sur+Pl+Gen	Isotaloid	ˈi.so#tˌɑ.lo>id
Isotalo+N+Prop+Sem/Sur+Pl+Ill	Isotaloide	ˈi.so#tˌɑ.lo>i.de
Issakainen+N+Prop+Sem/Sur+Ess	Issakainenin	ˈis.sɑ.kɑj>.ne.nin
Issakainen+N+Prop+Sem/Sur+Pl+Nom	Issakainenat	ˈis.sɑ.kɑj>.ne.nɑh
Issakainen+N+Prop+Sem/Sur+Sg+Acc	Issakainen	ˈis.sɑ.kɑj>.nen
Issakainen+N+Prop+Sem/Sur+Sg+Gen+Allegro	Issakainen	ˈis.sɑ.kɑj>.nen
Issakainen+N+Prop+Sem/Sur+Sg+Nom	Issakainen	ˈis.sɑ.kɑj>.nen
Issakainen+N+Prop+Sem/Sur+Sg+Gen	Issakainena	ˈis.sɑ.kɑj>.ne.nɑ
Issakainen+N+Prop+Sem/Sur+Sg+Loc	Issakainenis	ˈis.sɑ.kɑj>.ne.nis
Issakainen+N+Prop+Sem/Sur+Pl+Nom	Issakaisat	ˈis.sɑ.kɑj>.sɑh
Issakainen+N+Prop+Sem/Sur+Pl+Com	Issakaisiiguin	ˈis.sɑ.kɑj>.sij.gujn
Issakainen+N+Prop+Sem/Sur+Sg+Acc	Issakaisa	ˈis.sɑ.kɑj>.sɑ
Issakainen+N+Prop+Sem/Sur+Sg+Gen	Issakaisa	ˈis.sɑ.kɑj>.sɑ
Issakainen+N+Prop+Sem/Sur+Sg+Ill	Issakaisii	ˈis.sɑ.kɑj>.sij
Itkonen+N+Prop+Sem/Sur+Ess	Itkonenin	ˈitː.ko>.ne.nin
Itkonen+N+Prop+Sem/Sur+Pl+Nom	Itkonenat	ˈitː.ko>.ne.nɑh
Itkonen+N+Prop+Sem/Sur+Pl+Gen	Itkoneniid	ˈitː.ko>.ne.nijh
Itkonen+N+Prop+Sem/Sur+Pl+Loc	Itkoneniin	ˈitː.ko>.ne.nijn
Itkonen+N+Prop+Sem/Sur+Sg+Acc	Itkonena	ˈitː.ko>.ne.nɑ
Itkonen+N+Prop+Sem/Sur+Sg+Ill	Itkonenii	ˈitː.ko>.ne.nij
Itkonen+N+Prop+Sem/Sur+Ess	Itkosin	ˈitː.ko>.sin
Itkonen+N+Prop+Sem/Sur+Pl+Nom	Itkosat	ˈitː.ko>.sɑh
Itkonen+N+Prop+Sem/Sur+Pl+Gen	Itkosiid	ˈitː.ko>.sijh
Itkonen+N+Prop+Sem/Sur+Sg+Acc	Itkosa	ˈitː.ko>.sɑ
Itkonen+N+Prop+Sem/Sur+Sg+Ill	Itkosii	ˈitː.ko>.sij
Itälä+N+Prop+Ess	Itälän	ˈi.tæ.læ>n
Itälä+N+Prop+Sg+Acc	Itälä	ˈi.tæ.læ>
Itälä+N+Prop+Sg+Nom	Itälä	ˈi.tæ.læ>
Itälä+N+Prop+Sg+Com	Itäläin	ˈi.tæ.læ>in
Itälä+N+Prop+Sg+Ill	Itäläi	ˈi.tæ.læ>i
Itälä+N+Prop+Sg+Loc	Itäläs	ˈi.tæ.læ>s
Ivalojoki+N+Prop+Ess	Ivalojokin	ˈi.vɑ.lo#jˌo.ki>n
Ivalojoki+N+Prop+Sg+Acc	Ivalojoki	ˈi.vɑ.lo#jˌo.ki>
Ivalojoki+N+Prop+Sg+Nom	Ivalojoki	ˈi.vɑ.lo#jˌo.ki>
Ivalojoki+N+Prop+Sg+Com	Ivalojokiin	ˈi.vɑ.lo#jˌo.ki>in
Ivalojoki+N+Prop+Sg+Ill	Ivalojokii	ˈi.vɑ.lo#jˌo.ki>i
Ivalojoki+N+Prop+Sg+Loc	Ivalojokis	ˈi.vɑ.lo#jˌo.ki>s
Jaakkonen+N+Prop+Sem/Sur+Sg+Acc	Jaakkonena	jˈɑːk.ko>.ne.nɑ
Jaala+N+Prop+Sg+Ill	Jaalai	jˈɑː.lɑ>i
Jaara+N+Prop+Sem/Sur+Sg+Loc	Jaaras	jˈɑː.rɑ>s
Jakola+N+Prop+Sem/Sur+Sg+Acc	Jakola	jˈɑ.ko.lɑ>
Jakola+N+Prop+Sem/Sur+Sg+Com	Jakolain	jˈɑ.ko.lɑ>in
Jakola+N+Prop+Sem/Sur+Sg+Ill	Jakolai	jˈɑ.ko.lɑ>i
Jakola+N+Prop+Sem/Sur+Sg+Loc	Jakolas	jˈɑ.ko.lɑ>s
Jalkanen+N+Prop+Sem/Sur+Sg+Acc	Jalkasa	jˈɑlː.kɑ>.sɑ
Jalkanen+N+Prop+Sem/Sur+Sg+Com	Jalkasiin	jˈɑlː.kɑ>.sijn
Jalonen+N+Prop+Sem/Sur+Sg+Acc	Jalonena	jˈɑ.lo>.ne.nɑ
Jalonen+N+Prop+Sem/Sur+Sg+Ill	Jalosii	jˈɑ.lo>.sij
Jalovaara+N+Prop+Sem/Sur+Sg+Ill	Jalovaarai	jˈɑ.lo#vˌɑː.rɑ>i
Jalovaara+N+Prop+Sem/Sur+Sg+Loc	Jalovaaras	jˈɑ.lo#vˌɑː.rɑ>s
Janatuinen+N+Prop+Sem/Sur+Sg+Loc	Janatuinenis	jˈɑ.nɑ.tuj>.ne.nis
Jatkola+N+Prop+Sem/Sur+Ess	Jatkolan	jˈɑtː.ko.lɑ>n
Jatkola+N+Prop+Sem/Sur+Sg+Acc	Jatkola	jˈɑtː.ko.lɑ>
Jatkola+N+Prop+Sem/Sur+Sg+Ill	Jatkolai	jˈɑtː.ko.lɑ>i
Jauhiainen+N+Prop+Sem/Sur+Sg+Ill	Jauhiaisii	jˈɑu.hi.ɑj>.sij
Jauhola+N+Prop+Sem/Sur+Ess	Jauholan	jˈɑu.ho.lɑ>n
Jauhola+N+Prop+Sem/Sur+Sg+Com	Jauholain	jˈɑu.ho.lɑ>in
Javanainen+N+Prop+Sem/Sur+Sg+Acc	Javanainen	jˈɑ.vɑ.nɑj>.nen
Javanainen+N+Prop+Sem/Sur+Ess	Javanaisin	jˈɑ.vɑ.nɑj>.sin
Javanainen+N+Prop+Sem/Sur+Pl+Loc	Javanaisiin	jˈɑ.vɑ.nɑj>.sijn
Javanainen+N+Prop+Sem/Sur+Sg+Ill	Javanaisii	jˈɑ.vɑ.nɑj>.sij
Jehkonen+N+Prop+Sem/Sur+Ess	Jehkonenin	jˈeh.ko>.ne.nin
Jehkonen+N+Prop+Sem/Sur+Sg+Com	Jehkoneniin	jˈeh.ko>.ne.nijn
Jehkonen+N+Prop+Sem/Sur+Ess	Jehkosin	jˈeh.ko>.sin
Jehkonen+N+Prop+Sem/Sur+Pl+Nom	Jehkosat	jˈeh.ko>.sɑh
Jehkonen+N+Prop+Sem/Sur+Pl+Acc	Jehkosiid	jˈeh.ko>.sijh
Jehkonen+N+Prop+Sem/Sur+Pl+Gen	Jehkosiid	jˈeh.ko>.sijh
Jehkonen+N+Prop+Sem/Sur+Sg+Gen	Jehkosa	jˈeh.ko>.sɑ
Jehkonen+N+Prop+Sem/Sur+Sg+Ill	Jehkosii	jˈeh.ko>.sij
Jehkonen+N+Prop+Sem/Sur+Sg+Loc	Jehkosis	jˈeh.ko>.sis
Jeppänen+N+Prop+Sem/Sur+Ess	Jeppänenin	jˈep.pæ>.ne.nin
